country_name,region,risk_name,risk_short,year,age_name,sex,measure,nm_mean,nm_upper,nm_lower,pc_mean,pc_upper,pc_lower,rt_mean,rt_upper,rt_lower
United States,High-income North America,Occupational noise,Occupational noise,1990,35-39 years,Females,daly,3084.76,5341.56,1581.57,0.00170154,0.00281272,0.000900597,30.6,52.9869,15.6888
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,35-39 years,Females,daly,760.51,1340.32,296.849,0.000421915,0.000752647,0.000166839,7.54407,13.2956,2.94466
United States,High-income North America,Occupational low back pain,Occupational low back pain,1990,35-39 years,Females,daly,17554.7,26590.1,10644.2,0.00967866,0.0140472,0.00623651,174.139,263.767,105.588
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,40-44 years,Females,daly,257.601,597.94,14.2727,0.000139958,0.000323731,7.54691e-06,2.84488,6.60348,0.157624
United States,High-income North America,Unimproved water source,Unimproved water,1990,40-44 years,Females,daly,243.044,556.841,14.0224,0.000132049,0.000305302,7.40665e-06,2.68411,6.14959,0.15486
United States,High-income North America,Unimproved sanitation,Sanitation,1990,40-44 years,Females,daly,15.2403,39.7168,0.265115,8.28017e-06,2.12976e-05,1.46857e-07,0.16831,0.438621,0.00292785
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,40-44 years,Females,daly,37659.3,48797.6,26970.8,0.0205632,0.0271756,0.0146395,415.899,538.907,297.858
United States,High-income North America,Ambient ozone pollution,Ozone,1990,40-44 years,Females,daly,350.739,607.931,118.467,0.000191899,0.000338384,6.40485e-05,3.87347,6.71382,1.30831
United States,High-income North America,Other environmental risks,Other environmental,1990,40-44 years,Females,daly,3728.43,27781.9,1208.3,0.00203891,0.015371,0.00066617,41.1758,306.815,13.3441
United States,High-income North America,Lead exposure,Lead,1990,40-44 years,Females,daly,3728.43,27781.9,1208.3,0.00203891,0.015371,0.00066617,41.1758,306.815,13.3441
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,40-44 years,Females,daly,416.106,687.935,229.854,0.000227411,0.000382984,0.000123915,4.59535,7.59736,2.53845
United States,High-income North America,Iron deficiency,Iron deficiency,1990,40-44 years,Females,daly,416.106,687.935,229.854,0.000227411,0.000382984,0.000123915,4.59535,7.59736,2.53845
United States,High-income North America,Tobacco smoking,Smoking,1990,40-44 years,Females,daly,172508.0,220043.0,135684.0,0.0940566,0.116454,0.0753136,1905.13,2430.09,1498.46
United States,High-income North America,"Tobacco smoking, excluding second-hand smoke",Smoking (excluding SHS),1990,40-44 years,Females,daly,168890.0,217423.0,131580.0,0.0920817,0.114548,0.0728928,1865.17,2401.16,1453.13
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,40-44 years,Females,daly,3618.49,6303.87,1838.97,0.00197485,0.00337052,0.000986185,39.9616,69.6182,20.3091
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,40-44 years,Females,daly,96854.3,121923.0,77031.4,0.0528654,0.0671221,0.0418947,1069.63,1346.49,850.713
United States,High-income North America,Alcohol use,Alcohol use,1990,40-44 years,Females,daly,65803.1,84511.0,50094.8,0.0359311,0.0468192,0.0271399,726.711,933.316,553.233
United States,High-income North America,Drug use,Drug use,1990,40-44 years,Females,daly,32661.8,49450.7,22552.8,0.0178147,0.0264024,0.0125311,360.708,546.119,249.067
United States,High-income North America,High fasting plasma glucose,High fasting plasma glucose,1990,40-44 years,Females,daly,52673.5,69672.5,38940.5,0.028713,0.0373586,0.021524,581.711,769.444,430.047
United States,High-income North America,High total cholesterol,High total cholesterol,1990,40-44 years,Females,daly,37831.6,50241.7,28552.7,0.0206463,0.0272114,0.0157792,417.801,554.855,315.328
United States,High-income North America,High blood pressure,High blood pressure,1990,40-44 years,Females,daly,42581.9,60944.0,24764.0,0.0232419,0.0338869,0.0136171,470.263,673.049,273.486
United States,High-income North America,High body-mass index,High body-mass index,1990,40-44 years,Females,daly,122159.0,150416.0,97482.0,0.0666154,0.0807116,0.0541459,1349.09,1661.15,1076.56
United States,High-income North America,Dietary risks,Dietary risks,1990,40-44 years,Females,daly,147348.0,172250.0,126612.0,0.0804264,0.0929257,0.0683923,1627.27,1902.28,1398.27
United States,High-income North America,Diet low in fruits,Low fruit,1990,40-44 years,Females,daly,59560.0,76980.3,43806.1,0.0325205,0.0422514,0.0238029,657.764,850.149,483.782
United States,High-income North America,Diet low in vegetables,Low vegetables,1990,40-44 years,Females,daly,34757.8,46972.7,22280.5,0.0189854,0.0259527,0.0120036,383.856,518.753,246.059
United States,High-income North America,Diet low in whole grains,Low whole grains,1990,40-44 years,Females,daly,26811.8,33765.1,20018.8,0.0146324,0.018658,0.0110096,296.102,372.892,221.082
United States,High-income North America,Diet low in nuts and seeds,Low nuts and seeds,1990,40-44 years,Females,daly,34874.0,48725.8,22537.8,0.0190245,0.0259651,0.0122552,385.139,538.114,248.901
United States,High-income North America,Diet low in milk,Low milk,1990,40-44 years,Females,daly,2116.86,3835.58,570.054,0.00115814,0.00211264,0.000307714,23.378,42.3591,6.29552
United States,High-income North America,Diet high in red meat,High red meat,1990,40-44 years,Females,daly,3015.98,5176.43,1215.71,0.0016427,0.00282515,0.000640915,33.3076,57.167,13.426
United States,High-income North America,Diet high in processed meat,High processed meat,1990,40-44 years,Females,daly,33517.9,60674.6,12381.3,0.0182722,0.0332389,0.00676479,370.163,670.073,136.735
United States,High-income North America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,40-44 years,Females,daly,17012.1,25328.7,10404.6,0.00927727,0.0139161,0.00561564,187.876,279.723,114.906
United States,High-income North America,Diet low in fiber,Low fiber,1990,40-44 years,Females,daly,16940.4,26666.8,7832.76,0.00924794,0.0144907,0.00421019,187.085,294.501,86.5028
United States,High-income North America,Diet low in calcium,Low calcium,1990,40-44 years,Females,daly,1433.5,2123.66,870.292,0.000783522,0.00117665,0.000468429,15.8311,23.4531,9.61126
United States,High-income North America,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,40-44 years,Females,daly,18163.6,25383.9,11916.3,0.00992183,0.0140597,0.00662864,200.594,280.333,131.601
United States,High-income North America,Diet low in polyunsaturated fatty acids,Low PUFA,1990,40-44 years,Females,daly,9169.69,14937.7,4342.32,0.00500521,0.00808119,0.00237672,101.267,164.967,47.9554
United States,High-income North America,Diet high in trans fatty acids,High trans fat,1990,40-44 years,Females,daly,21751.5,31560.5,14210.6,0.0118688,0.0168847,0.00777708,240.218,348.546,156.938
United States,High-income North America,Diet high in sodium,High sodium,1990,40-44 years,Females,daly,28624.2,46906.7,14400.7,0.0156468,0.0250682,0.00785173,316.118,518.024,159.037
United States,High-income North America,Occupational risks,Occupational risks,1990,40-44 years,Females,daly,29875.9,41244.9,20285.8,0.016226,0.021602,0.011667,329.941,455.497,224.031
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,40-44 years,Females,daly,1748.19,2486.21,1182.44,0.000954857,0.00134547,0.000646202,19.3065,27.4569,13.0585
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,40-44 years,Females,daly,2345.86,3540.87,1511.19,0.00127553,0.00185914,0.00085258,25.9071,39.1044,16.6892
United States,High-income North America,"Occupational particulate matter, gases, and fumes",Occupational particulates,1990,40-44 years,Females,daly,3428.6,6821.37,1159.0,0.00186391,0.00365784,0.000607888,37.8645,75.3333,12.7996
United States,High-income North America,Occupational noise,Occupational noise,1990,40-44 years,Females,daly,3609.84,6179.79,1835.32,0.00195983,0.00330089,0.00102879,39.866,68.2479,20.2688
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,40-44 years,Females,daly,638.859,1159.14,255.214,0.000348703,0.000621947,0.000139539,7.05538,12.8013,2.81851
United States,High-income North America,Occupational low back pain,Occupational low back pain,1990,40-44 years,Females,daly,18104.6,27205.7,10721.7,0.00982314,0.0143082,0.00625054,199.942,300.452,118.408
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,45-49 years,Females,daly,215.381,487.668,12.3477,0.000125079,0.000271178,6.83827e-06,3.05312,6.9129,0.175035
United States,High-income North America,Unimproved water source,Unimproved water,1990,45-49 years,Females,daly,203.19,460.42,11.9875,0.000118,0.000258842,6.6368e-06,2.8803,6.52664,0.169928
United States,High-income North America,Unimproved sanitation,Sanitation,1990,45-49 years,Females,daly,12.7633,32.7329,0.221535,7.41127e-06,1.87373e-05,1.31701e-07,0.180925,0.464002,0.00314035
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,45-49 years,Females,daly,48215.1,63272.0,34433.6,0.0281292,0.0365388,0.0203455,683.469,896.907,488.111
United States,High-income North America,Ambient ozone pollution,Ozone,1990,45-49 years,Females,daly,822.604,1425.06,269.206,0.00048047,0.000845828,0.000152332,11.6608,20.2009,3.81611
United States,High-income North America,Other environmental risks,Other environmental,1990,45-49 years,Females,daly,2589.86,3961.67,1492.19,0.00151207,0.00235616,0.000891527,36.7124,56.1583,21.1524
United States,High-income North America,Lead exposure,Lead,1990,45-49 years,Females,daly,2589.86,3961.67,1492.19,0.00151207,0.00235616,0.000891527,36.7124,56.1583,21.1524
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,45-49 years,Females,daly,433.541,687.223,257.045,0.000253356,0.00040559,0.000150129,6.14563,9.74168,3.64372
United States,High-income North America,Iron deficiency,Iron deficiency,1990,45-49 years,Females,daly,433.541,687.223,257.045,0.000253356,0.00040559,0.000150129,6.14563,9.74168,3.64372
United States,High-income North America,Tobacco smoking,Smoking,1990,45-49 years,Females,daly,226387.0,270246.0,183052.0,0.131987,0.154803,0.107961,3209.13,3830.85,2594.84
United States,High-income North America,"Tobacco smoking, excluding second-hand smoke",Smoking (excluding SHS),1990,45-49 years,Females,daly,221532.0,266348.0,175861.0,0.129154,0.153009,0.104395,3140.32,3775.6,2492.9
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,45-49 years,Females,daly,4854.64,7994.56,2715.35,0.00283305,0.00464028,0.00160531,68.8165,113.326,38.4912
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,45-49 years,Females,daly,80119.3,102186.0,59563.5,0.0467562,0.0600403,0.0348903,1135.72,1448.53,844.338
United States,High-income North America,Alcohol use,Alcohol use,1990,45-49 years,Females,daly,63566.1,84257.2,44970.9,0.0371006,0.0496955,0.025861,901.076,1194.38,637.481
United States,High-income North America,Drug use,Drug use,1990,45-49 years,Females,daly,18398.2,27468.9,12216.9,0.0107331,0.0163198,0.00730677,260.803,389.383,173.18
United States,High-income North America,High fasting plasma glucose,High fasting plasma glucose,1990,45-49 years,Females,daly,70490.2,92182.2,51576.7,0.0410857,0.0519367,0.0307052,999.228,1306.72,731.122
United States,High-income North America,High total cholesterol,High total cholesterol,1990,45-49 years,Females,daly,63695.4,78648.9,50707.6,0.0371657,0.0460249,0.0296208,902.909,1114.88,718.802
United States,High-income North America,High blood pressure,High blood pressure,1990,45-49 years,Females,daly,101087.0,125495.0,76630.7,0.0589821,0.0744224,0.0452481,1432.95,1778.95,1086.27
United States,High-income North America,High body-mass index,High body-mass index,1990,45-49 years,Females,daly,167572.0,203173.0,137586.0,0.097685,0.11657,0.0812195,2375.4,2880.06,1950.34
United States,High-income North America,Dietary risks,Dietary risks,1990,45-49 years,Females,daly,190657.0,213868.0,166584.0,0.111246,0.125348,0.0966897,2702.64,3031.67,2361.4
United States,High-income North America,Diet low in fruits,Low fruit,1990,45-49 years,Females,daly,78880.0,100089.0,57511.8,0.0460421,0.0586533,0.034068,1118.16,1418.81,815.253
United States,High-income North America,Diet low in vegetables,Low vegetables,1990,45-49 years,Females,daly,43018.3,57979.4,28591.5,0.0251157,0.033981,0.0165288,609.803,821.883,405.297
United States,High-income North America,Diet low in whole grains,Low whole grains,1990,45-49 years,Females,daly,31828.8,40580.7,23477.0,0.0185704,0.0234805,0.0138331,451.187,575.248,332.796
United States,High-income North America,Diet low in nuts and seeds,Low nuts and seeds,1990,45-49 years,Females,daly,49060.3,63508.2,30411.2,0.0286173,0.0371561,0.0180246,695.45,900.256,431.092
United States,High-income North America,Diet low in milk,Low milk,1990,45-49 years,Females,daly,2896.57,5090.27,842.495,0.00169301,0.00299294,0.000484621,41.06,72.1567,11.9427
United States,High-income North America,Diet high in red meat,High red meat,1990,45-49 years,Females,daly,3275.96,5638.21,1393.55,0.00190825,0.00327853,0.000793294,46.438,79.924,19.7541
United States,High-income North America,Diet high in processed meat,High processed meat,1990,45-49 years,Females,daly,41514.6,76777.3,13346.6,0.0242046,0.0457,0.0077423,588.486,1088.35,189.194
United States,High-income North America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,45-49 years,Females,daly,16878.9,25203.6,10279.4,0.00983826,0.0148929,0.00594457,239.265,357.271,145.715
United States,High-income North America,Diet low in fiber,Low fiber,1990,45-49 years,Females,daly,22833.3,35619.6,10077.8,0.0133285,0.0212135,0.00583966,323.671,504.922,142.857
United States,High-income North America,Diet low in calcium,Low calcium,1990,45-49 years,Females,daly,1926.58,2837.16,1191.35,0.00112495,0.00166515,0.000683935,27.3101,40.2179,16.8879
United States,High-income North America,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,45-49 years,Females,daly,26043.3,34936.0,17715.1,0.015207,0.0207399,0.010279,369.175,495.232,251.118
United States,High-income North America,Diet low in polyunsaturated fatty acids,Low PUFA,1990,45-49 years,Females,daly,12590.0,19664.8,6068.49,0.00734767,0.0115707,0.0034705,178.469,278.756,86.0234
United States,High-income North America,Diet high in trans fatty acids,High trans fat,1990,45-49 years,Females,daly,29957.6,40557.9,19521.3,0.0174786,0.0237972,0.0116508,424.662,574.925,276.722
United States,High-income North America,Diet high in sodium,High sodium,1990,45-49 years,Females,daly,31664.5,43952.1,19358.2,0.0184888,0.0259504,0.0110351,448.858,623.039,274.411
United States,High-income North America,Occupational risks,Occupational risks,1990,45-49 years,Females,daly,27136.5,37609.2,18746.4,0.0157672,0.0209407,0.0114193,384.671,533.126,265.738
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,45-49 years,Females,daly,2824.15,3989.97,1882.19,0.00164807,0.00235344,0.00108682,40.0336,56.5596,26.6809
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,45-49 years,Females,daly,1997.6,2929.91,1342.73,0.00116163,0.00164205,0.000782023,28.3169,41.5327,19.0337
United States,High-income North America,"Occupational particulate matter, gases, and fumes",Occupational particulates,1990,45-49 years,Females,daly,3588.53,7013.94,1241.65,0.00208689,0.0039861,0.000721956,50.8689,99.4256,17.6009
United States,High-income North America,Occupational noise,Occupational noise,1990,45-49 years,Females,daly,3071.13,5058.73,1699.58,0.00178292,0.00289246,0.00102295,43.5345,71.7096,24.0923
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,45-49 years,Females,daly,436.306,794.391,174.184,0.000254516,0.000461828,0.000102414,6.18482,11.2608,2.46914
United States,High-income North America,Occupational low back pain,Occupational low back pain,1990,45-49 years,Females,daly,15218.8,23010.5,9077.71,0.00883312,0.012759,0.00549038,215.733,326.183,128.68
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,50-54 years,Females,daly,191.296,439.182,10.3455,0.000108339,0.000245667,6.02337e-06,3.25855,7.48108,0.176226
United States,High-income North America,Unimproved water source,Unimproved water,1990,50-54 years,Females,daly,180.473,414.019,10.1377,0.000102211,0.00023316,5.90298e-06,3.07419,7.05244,0.172687
United States,High-income North America,Unimproved sanitation,Sanitation,1990,50-54 years,Females,daly,11.3314,29.3532,0.19591,6.4159e-06,1.66487e-05,1.12429e-07,0.19302,0.500005,0.00333715
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,50-54 years,Females,daly,64587.5,83964.0,48171.8,0.0367265,0.047881,0.0269913,1100.19,1430.25,820.564
United States,High-income North America,Ambient ozone pollution,Ozone,1990,50-54 years,Females,daly,1896.59,3279.69,603.197,0.00107921,0.00191334,0.000343155,32.3067,55.8667,10.2749
United States,High-income North America,Other environmental risks,Other environmental,1990,50-54 years,Females,daly,3301.53,5013.62,1931.98,0.00187757,0.00290481,0.00112265,56.2386,85.4026,32.9095
United States,High-income North America,Lead exposure,Lead,1990,50-54 years,Females,daly,3301.53,5013.62,1931.98,0.00187757,0.00290481,0.00112265,56.2386,85.4026,32.9095
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,50-54 years,Females,daly,458.518,869.469,259.149,0.000261227,0.000499203,0.000147592,7.81044,14.8106,4.41437
United States,High-income North America,Iron deficiency,Iron deficiency,1990,50-54 years,Females,daly,458.518,869.469,259.149,0.000261227,0.000499203,0.000147592,7.81044,14.8106,4.41437
United States,High-income North America,Tobacco smoking,Smoking,1990,50-54 years,Females,daly,300486.0,360593.0,236265.0,0.170732,0.199713,0.135851,5118.52,6142.38,4024.56
United States,High-income North America,"Tobacco smoking, excluding second-hand smoke",Smoking (excluding SHS),1990,50-54 years,Females,daly,294078.0,355226.0,226286.0,0.167087,0.196939,0.13083,5009.35,6050.97,3854.58
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,50-54 years,Females,daly,6408.92,10573.1,3735.09,0.00364441,0.00591669,0.00214494,109.17,180.104,63.624
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,50-54 years,Females,daly,68664.0,91484.3,44831.2,0.0390558,0.0523021,0.0257769,1169.63,1558.35,763.659
United States,High-income North America,Alcohol use,Alcohol use,1990,50-54 years,Females,daly,59350.8,82463.1,35952.8,0.0337601,0.0467449,0.0202071,1010.99,1404.68,612.423
United States,High-income North America,Drug use,Drug use,1990,50-54 years,Females,daly,11483.1,20293.8,7150.17,0.00653045,0.0112859,0.00397021,195.604,345.687,121.797
United States,High-income North America,High fasting plasma glucose,High fasting plasma glucose,1990,50-54 years,Females,daly,86235.5,112407.0,65139.9,0.0489863,0.0626025,0.0374822,1468.94,1914.75,1109.6
United States,High-income North America,High total cholesterol,High total cholesterol,1990,50-54 years,Females,daly,90361.8,111938.0,69670.3,0.0513669,0.0631054,0.0398992,1539.23,1906.76,1186.77
United States,High-income North America,High blood pressure,High blood pressure,1990,50-54 years,Females,daly,125790.0,157452.0,95182.1,0.0715052,0.089306,0.0545165,2142.72,2682.06,1621.34
United States,High-income North America,High body-mass index,High body-mass index,1990,50-54 years,Females,daly,201600.0,240999.0,165880.0,0.114535,0.134442,0.0957152,3434.08,4105.2,2825.62
United States,High-income North America,Low bone mineral density,Low bone mineral density,1990,50-54 years,Females,daly,2221.08,3873.57,873.539,0.00126201,0.00218961,0.000507805,37.8342,65.9828,14.88
United States,High-income North America,Dietary risks,Dietary risks,1990,50-54 years,Females,daly,255757.0,290645.0,222595.0,0.145395,0.164445,0.125578,4356.6,4950.88,3791.7
United States,High-income North America,Diet low in fruits,Low fruit,1990,50-54 years,Females,daly,102938.0,132207.0,73885.2,0.05853,0.075819,0.042516,1753.46,2252.04,1258.57
United States,High-income North America,Diet low in vegetables,Low vegetables,1990,50-54 years,Females,daly,53247.4,70509.3,35912.5,0.030282,0.0406589,0.0202611,907.022,1201.06,611.737
United States,High-income North America,Diet low in whole grains,Low whole grains,1990,50-54 years,Females,daly,37645.2,47966.7,27171.8,0.0213984,0.027256,0.0156358,641.252,817.07,462.847
United States,High-income North America,Diet low in nuts and seeds,Low nuts and seeds,1990,50-54 years,Females,daly,70209.1,91948.8,43927.2,0.039901,0.052248,0.0253536,1195.95,1566.27,748.262
United States,High-income North America,Diet low in milk,Low milk,1990,50-54 years,Females,daly,4090.0,7146.18,1135.32,0.00232882,0.00411044,0.000619652,69.6696,121.729,19.3392
United States,High-income North America,Diet high in red meat,High red meat,1990,50-54 years,Females,daly,3693.03,6067.12,1647.95,0.0020971,0.00350523,0.000929812,62.9075,103.348,28.0714
United States,High-income North America,Diet high in processed meat,High processed meat,1990,50-54 years,Females,daly,53119.1,101271.0,16106.5,0.0301729,0.0578363,0.0092944,904.836,1725.07,274.361
United States,High-income North America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,50-54 years,Females,daly,18846.5,28162.8,11683.5,0.0107069,0.0159016,0.00666459,321.034,479.728,199.019
United States,High-income North America,Diet low in fiber,Low fiber,1990,50-54 years,Females,daly,30973.5,48075.7,13851.2,0.017612,0.0275264,0.00780601,527.607,818.926,235.943
United States,High-income North America,Diet low in calcium,Low calcium,1990,50-54 years,Females,daly,2687.6,3913.67,1674.41,0.00152915,0.00226185,0.000946176,45.7809,66.6659,28.5221
United States,High-income North America,Diet low in seafood omega-3 fatty acids,Low omega-3,1990,50-54 years,Females,daly,37122.7,48633.8,25875.8,0.0211123,0.0276425,0.014666,632.352,828.434,440.772
United States,High-income North America,Diet low in polyunsaturated fatty acids,Low PUFA,1990,50-54 years,Females,daly,17609.0,27524.4,8394.62,0.0100095,0.0157297,0.00477434,299.954,468.854,142.995
United States,High-income North America,Diet high in trans fatty acids,High trans fat,1990,50-54 years,Females,daly,41241.2,56803.6,28017.4,0.0234411,0.0318138,0.0159441,702.507,967.599,477.251
United States,High-income North America,Diet high in sodium,High sodium,1990,50-54 years,Females,daly,44113.7,61203.4,27206.4,0.0250882,0.0348989,0.0152531,751.438,1042.55,463.438
United States,High-income North America,Occupational risks,Occupational risks,1990,50-54 years,Females,daly,25419.2,34151.1,17749.5,0.0144069,0.0190274,0.0105188,432.994,581.734,302.347
United States,High-income North America,Occupational carcinogens,Occupational carcinogens,1990,50-54 years,Females,daly,4041.88,5493.41,2665.55,0.00229798,0.00315061,0.00149029,68.8498,93.5753,45.4054
United States,High-income North America,Occupational asthmagens,Occupational asthmagens,1990,50-54 years,Females,daly,1651.85,2450.09,1128.59,0.000936754,0.00134717,0.000647492,28.1379,41.7351,19.2245
United States,High-income North America,"Occupational particulate matter, gases, and fumes",Occupational particulates,1990,50-54 years,Females,daly,4168.85,7904.19,1408.27,0.00236564,0.00444149,0.000798527,71.0126,134.641,23.9886
United States,High-income North America,Occupational noise,Occupational noise,1990,50-54 years,Females,daly,2821.79,4811.51,1575.7,0.00159783,0.00265408,0.000905137,48.0667,81.9597,26.8406
United States,High-income North America,Occupational risk factors for injuries,Occupational injury,1990,50-54 years,Females,daly,288.746,532.033,118.163,0.000164225,0.000310636,6.66808e-05,4.91853,9.0627,2.0128
United States,High-income North America,Occupational low back pain,Occupational low back pain,1990,50-54 years,Females,daly,12446.1,18582.1,7516.23,0.00704444,0.0104185,0.00450472,212.008,316.529,128.032
United States,High-income North America,Unimproved water and sanitation,Water & sanitation,1990,55-59 years,Females,daly,176.807,410.006,9.96668,8.71519e-05,0.000197624,4.70994e-06,3.23275,7.49656,0.182231
United States,High-income North America,Unimproved water source,Unimproved water,1990,55-59 years,Females,daly,166.792,387.059,9.67013,8.2215e-05,0.00018575,4.59088e-06,3.04963,7.077,0.176809
United States,High-income North America,Unimproved sanitation,Sanitation,1990,55-59 years,Females,daly,10.4863,28.3485,0.183236,5.169e-06,1.37843e-05,8.66355e-08,0.191732,0.518324,0.00335029
United States,High-income North America,Ambient particulate matter pollution,Ambient PM pollution,1990,55-59 years,Females,daly,88859.8,114134.0,64337.2,0.0439751,0.0564571,0.0316819,1624.71,2086.83,1176.34
United States,High-income North America,Ambient ozone pollution,Ozone,1990,55-59 years,Females,daly,3666.88,6216.67,1216.73,0.0018158,0.00309162,0.000592608,67.0453,113.666,22.2467
United States,High-income North America,Other environmental risks,Other environmental,1990,55-59 years,Females,daly,4402.7,6648.5,2592.21,0.00217937,0.00329167,0.00130508,80.4991,121.561,47.396
United States,High-income North America,Lead exposure,Lead,1990,55-59 years,Females,daly,4402.7,6648.5,2592.21,0.00217937,0.00329167,0.00130508,80.4991,121.561,47.396
United States,High-income North America,Child and maternal undernutrition,Undernutrition,1990,55-59 years,Females,daly,652.914,1101.81,389.595,0.000323466,0.000555614,0.000191273,11.9379,20.1456,7.12337
United States,High-income North America,Iron deficiency,Iron deficiency,1990,55-59 years,Females,daly,652.914,1101.81,389.595,0.000323466,0.000555614,0.000191273,11.9379,20.1456,7.12337
United States,High-income North America,Tobacco smoking,Smoking,1990,55-59 years,Females,daly,409561.0,476565.0,322849.0,0.20254,0.230854,0.163414,7488.42,8713.52,5902.99
United States,High-income North America,"Tobacco smoking, excluding second-hand smoke",Smoking (excluding SHS),1990,55-59 years,Females,daly,399754.0,467098.0,310584.0,0.197685,0.226759,0.156429,7309.12,8540.43,5678.73
United States,High-income North America,Second-hand smoke,Second-hand smoke,1990,55-59 years,Females,daly,9806.17,14423.6,5856.45,0.00485407,0.00723834,0.00285452,179.296,263.722,107.079
United States,High-income North America,Alcohol and drug use,Alcohol & drug use,1990,55-59 years,Females,daly,63053.9,92214.9,29846.8,0.0312186,0.0469094,0.014769,1152.88,1686.06,545.719
United States,High-income North America,Alcohol use,Alcohol use,1990,55-59 years,Females,daly,56707.1,86218.2,23231.6,0.0280778,0.0435739,0.0116485,1036.83,1576.42,424.767
United States,High-income North America,Drug use,Drug use,1990,55-59 years,Females,daly,8976.3,16666.0,5121.96,0.00444346,0.00820688,0.00252052,164.123,304.721,93.6501
United States,High-income North America,High fasting plasma glucose,High fasting plasma glucose,1990,55-59 years,Females,daly,128396.0,163249.0,98520.8,0.0635011,0.0791377,0.0498643,2347.59,2984.84,1801.36
United States,High-income North America,High total cholesterol,High total cholesterol,1990,55-59 years,Females,daly,142601.0,171839.0,113119.0,0.0705618,0.0852996,0.0565851,2607.31,3141.9,2068.28
United States,High-income North America,High blood pressure,High blood pressure,1990,55-59 years,Females,daly,229030.0,273120.0,183493.0,0.113315,0.134525,0.0929272,4187.58,4993.73,3354.98
United States,High-income North America,High body-mass index,High body-mass index,1990,55-59 years,Females,daly,259395.0,307285.0,215140.0,0.128291,0.149103,0.108809,4742.78,5618.4,3933.63
United States,High-income North America,Low bone mineral density,Low bone mineral density,1990,55-59 years,Females,daly,3428.45,5459.49,1745.12,0.00169468,0.00268768,0.000875092,62.6859,99.8215,31.9078
United States,High-income North America,Dietary risks,Dietary risks,1990,55-59 years,Females,daly,359046.0,403120.0,314945.0,0.177656,0.198987,0.156033,6564.8,7370.65,5758.46
United States,High-income North America,Diet low in fruits,Low fruit,1990,55-59 years,Females,daly,138987.0,183730.0,99316.7,0.0687667,0.0898049,0.0495704,2541.25,3359.32,1815.91
United States,High-income North America,Diet low in vegetables,Low vegetables,1990,55-59 years,Females,daly,69726.5,93276.7,47020.8,0.0345171,0.0456044,0.0230294,1274.88,1705.47,859.729
United States,High-income North America,Diet low in whole grains,Low whole grains,1990,55-59 years,Females,daly,47010.9,60766.4,33788.9,0.023257,0.0298562,0.0170055,859.548,1111.05,617.797
United States,High-income North America,Diet low in nuts and seeds,Low nuts and seeds,1990,55-59 years,Females,daly,103779.0,136366.0,64756.5,0.0513306,0.0666736,0.0325826,1897.5,2493.32,1184.01
United States,High-income North America,Diet low in milk,Low milk,1990,55-59 years,Females,daly,5601.4,9886.09,1662.05,0.00277469,0.00494659,0.000827444,102.416,180.758,30.3889
United States,High-income North America,Diet high in red meat,High red meat,1990,55-59 years,Females,daly,4344.53,7099.01,1999.23,0.0021477,0.00350103,0.000975305,79.4355,129.798,36.554
United States,High-income North America,Diet high in processed meat,High processed meat,1990,55-59 years,Females,daly,70863.6,131509.0,19386.9,0.0350614,0.0656747,0.00989878,1295.67,2404.52,354.471
United States,High-income North America,Diet high in sugar-sweetened beverages,High sweetened beverages,1990,55-59 years,Females,daly,22232.4,32506.1,13796.0,0.010996,0.0160584,0.00687504,406.498,594.342,252.246
United States,High-income North America,Diet low in fiber,Low fiber,1990,55-59 years,Females,daly,42755.0,66588.4,19035.9,0.0211618,0.0330876,0.0093087,781.733,1217.5,348.052
United States,High-income North America,Diet low in calcium,Low calcium,1990,55-59 years,Females,daly,3622.49,5229.63,2304.2,0.00179336,0.00258905,0.00112194,66.2336,95.6188,42.13
